State,Crop,Season,Rainfall,Area,Production,Yield
Rajasthan,Wheat,Rabi,680.8,1632.1,8223.9,5.04
Bihar,Rice,Kharif,1624.2,3902.3,17765.4,4.55
Himachal Pradesh,Sugarcane,Kharif,1291.7,3046.8,278082.1,91.27
Madhya Pradesh,Sugarcane,Kharif,772.9,2073.3,165650.0,79.9
Manipur,Potato,Rabi,598.8,2489.8,79353.1,31.87
Sikkim,Barley,Rabi,446.4,1911.3,6145.4,3.22
Tamil Nadu,Sugarcane,Kharif,1165.9,4907.5,470466.5,95.87
Uttar Pradesh,Sugarcane,Kharif,812.4,2953.6,276334.5,93.56
Assam,Maize,Kharif,818.2,1372.1,6470.0,4.72
Haryana,Maize,Kharif,733.6,4483.5,19397.4,4.33
Goa,Maize,Kharif,904.5,3060.9,14174.8,4.63
Uttarakhand,Mustard,Rabi,427.5,1398.7,2311.6,1.65
Tripura,Rice,Kharif,1304.2,1147.3,6239.6,5.44
Karnataka,Maize,Kharif,980.4,649.3,2379.8,3.67
Tripura,Cotton,Kharif,768.6,274.5,725.0,2.64
Punjab,Maize,Kharif,777.1,3564.5,15691.6,4.4
Manipur,Groundnut,Kharif,600.9,394.4,958.3,2.43
Meghalaya,Potato,Rabi,637.6,2054.3,55974.8,27.25
Tamil Nadu,Cotton,Kharif,999.4,3464.2,9053.4,2.61
Odisha,Cotton,Kharif,824.3,3070.4,8792.9,2.86
Andhra Pradesh,Potato,Rabi,663.3,3068.2,84959.6,27.69
Assam,Groundnut,Kharif,735.8,2909.7,7108.9,2.44
West Bengal,Barley,Rabi,548.5,2571.7,7597.3,2.95
Uttarakhand,Soybean,Kharif,627.1,4049.3,7500.8,1.85
West Bengal,Wheat,Rabi,682.4,4428.4,24344.3,5.5
Tripura,Cotton,Kharif,656.6,1178.3,3636.7,3.09
Andhra Pradesh,Maize,Kharif,701.9,962.8,3869.8,4.02
Haryana,Potato,Rabi,500.8,1990.7,54933.7,27.6
Gujarat,Wheat,Rabi,478.0,2151.9,9540.5,4.43
Manipur,Wheat,Rabi,706.9,3125.6,15062.0,4.82
Bihar,Maize,Kharif,740.4,1065.0,5271.6,4.95
Mizoram,Soybean,Kharif,941.8,1705.1,3142.2,1.84
Tripura,Soybean,Kharif,796.8,4503.3,8834.0,1.96
Uttar Pradesh,Soybean,Kharif,628.0,1379.0,2367.5,1.72
Himachal Pradesh,Rice,Kharif,1716.9,2722.7,13776.4,5.06
Goa,Sugarcane,Kharif,1073.1,1465.0,123767.5,84.48
Maharashtra,Potato,Rabi,724.8,2316.1,60873.3,26.28
Tamil Nadu,Sugarcane,Kharif,828.7,656.6,50817.1,77.4
Uttar Pradesh,Sugarcane,Kharif,1761.1,1685.1,134964.3,80.09
Telangana,Wheat,Rabi,625.1,873.4,4920.8,5.63
Odisha,Mustard,Rabi,401.7,1481.8,2477.9,1.67
Maharashtra,Sugarcane,Kharif,1274.1,3366.4,295019.0,87.64
Gujarat,Groundnut,Kharif,838.3,2972.3,6566.3,2.21
Bihar,Groundnut,Kharif,730.8,511.0,1250.8,2.45
Sikkim,Soybean,Kharif,650.9,3286.5,5516.5,1.68
Madhya Pradesh,Soybean,Kharif,936.8,401.6,809.4,2.02
Telangana,Soybean,Kharif,804.6,2962.7,7169.7,2.42
Rajasthan,Rice,Kharif,1217.1,2843.1,14372.2,5.06
Tripura,Wheat,Rabi,456.7,2251.2,10721.1,4.76
Rajasthan,Potato,Rabi,768.0,242.1,6317.8,26.1
Himachal Pradesh,Mustard,Rabi,444.6,2578.1,4437.6,1.72
Uttar Pradesh,Potato,Rabi,744.4,162.5,4605.9,28.34
Maharashtra,Sugarcane,Kharif,1159.8,4593.8,431389.3,93.91
Madhya Pradesh,Wheat,Rabi,451.5,651.3,3287.6,5.05
Uttarakhand,Potato,Rabi,766.0,135.6,3083.1,22.73
Goa,Barley,Rabi,393.3,1435.1,4457.7,3.11
Arunachal Pradesh,Mustard,Rabi,448.2,2935.1,4607.7,1.57
Tamil Nadu,Sugarcane,Kharif,1737.7,4571.7,361917.6,79.17
Uttarakhand,Cotton,Kharif,877.7,3180.7,9477.6,2.98
Himachal Pradesh,Soybean,Kharif,994.6,3907.0,7385.1,1.89
Maharashtra,Soybean,Kharif,686.3,4163.0,8064.4,1.94
Mizoram,Maize,Kharif,555.2,4212.0,16747.4,3.98
Tripura,Barley,Rabi,347.3,705.0,2186.6,3.1
West Bengal,Cotton,Kharif,863.6,1109.6,2882.4,2.6
Nagaland,Cotton,Kharif,544.0,2365.6,6285.4,2.66
West Bengal,Barley,Rabi,559.1,1586.9,5274.9,3.32
Tamil Nadu,Maize,Kharif,890.8,1445.3,6718.8,4.65
Tamil Nadu,Mustard,Rabi,528.6,4388.1,7532.6,1.72
Arunachal Pradesh,Potato,Rabi,624.8,1041.0,29700.6,28.53
Uttarakhand,Barley,Rabi,496.4,3898.3,14572.8,3.74
Mizoram,Sugarcane,Kharif,1284.8,3424.3,308585.7,90.12
Manipur,Rice,Kharif,1254.6,924.3,4503.3,4.87
Kerala,Cotton,Kharif,822.7,3822.6,11337.2,2.97
Telangana,Potato,Rabi,621.4,3512.9,91226.6,25.97
Maharashtra,Maize,Kharif,971.3,1098.2,4284.0,3.9
Bihar,Groundnut,Kharif,750.0,4763.7,10732.4,2.25
Madhya Pradesh,Rice,Kharif,1236.5,4275.5,23932.2,5.6
Goa,Rice,Kharif,1378.9,891.8,4668.8,5.24
Chhattisgarh,Groundnut,Kharif,804.3,4580.8,12325.2,2.69
Maharashtra,Soybean,Kharif,641.5,290.5,571.9,1.97
Tamil Nadu,Potato,Rabi,509.0,2636.4,79300.4,30.08
Tripura,Wheat,Rabi,647.5,4985.3,24693.6,4.95
Gujarat,Wheat,Rabi,548.5,2650.8,12956.4,4.89
Nagaland,Soybean,Kharif,938.4,1137.4,2324.2,2.04
Haryana,Sugarcane,Kharif,1773.7,2046.4,155936.8,76.2
West Bengal,Cotton,Kharif,995.8,1607.8,4198.5,2.61
Karnataka,Wheat,Rabi,743.9,4714.0,25553.3,5.42
Tamil Nadu,Groundnut,Kharif,732.4,4077.9,10868.5,2.67
West Bengal,Mustard,Rabi,439.3,745.9,1244.9,1.67
Arunachal Pradesh,Rice,Kharif,1576.5,2634.0,13394.7,5.09
Telangana,Groundnut,Kharif,787.4,3993.9,9795.9,2.45
Assam,Rice,Kharif,1297.0,3162.6,18632.9,5.89
Sikkim,Sugarcane,Kharif,1582.7,600.2,47165.5,78.59
Jharkhand,Mustard,Rabi,562.1,2310.3,3261.0,1.41
Tripura,Groundnut,Kharif,707.9,711.2,1840.8,2.59
Tamil Nadu,Soybean,Kharif,740.4,4018.4,9531.9,2.37
Goa,Sugarcane,Kharif,1242.4,1270.6,115804.0,91.14
Meghalaya,Rice,Kharif,1461.5,2070.4,11544.3,5.58
Uttarakhand,Mustard,Rabi,465.2,4413.2,7184.6,1.63
Andhra Pradesh,Soybean,Kharif,984.7,3045.3,4917.8,1.61
Telangana,Groundnut,Kharif,880.2,1415.9,2730.8,1.93
Maharashtra,Rice,Kharif,1616.3,3987.2,20884.9,5.24
Uttarakhand,Wheat,Rabi,778.6,934.3,4315.4,4.62
Goa,Maize,Kharif,709.9,408.6,1834.0,4.49
Arunachal Pradesh,Wheat,Rabi,724.6,3240.2,15706.4,4.85
Kerala,Potato,Rabi,484.2,1276.3,34446.9,26.99
Arunachal Pradesh,Barley,Rabi,332.5,2533.1,8224.7,3.25
Jharkhand,Rice,Kharif,1381.4,747.1,3895.5,5.21
Bihar,Groundnut,Kharif,675.4,3046.7,6839.2,2.24
Chhattisgarh,Potato,Rabi,636.1,142.0,4685.6,33.0
Assam,Rice,Kharif,1072.3,2351.5,11042.1,4.7
Telangana,Maize,Kharif,613.4,4922.8,19195.7,3.9
Manipur,Cotton,Kharif,507.8,557.1,1485.3,2.67
Kerala,Cotton,Kharif,576.5,2124.7,5706.2,2.69
Manipur,Groundnut,Kharif,550.4,893.6,1977.2,2.21
Assam,Soybean,Kharif,916.8,4553.7,9386.6,2.06
Himachal Pradesh,Rice,Kharif,957.9,4248.1,19698.1,4.64
Madhya Pradesh,Potato,Rabi,635.7,1405.3,42249.8,30.07
Sikkim,Maize,Kharif,750.7,689.7,3006.4,4.36
Assam,Maize,Kharif,878.7,372.8,1456.7,3.91
Telangana,Mustard,Rabi,305.7,1740.2,2398.8,1.38
Madhya Pradesh,Soybean,Kharif,879.5,2513.4,5544.5,2.21
Nagaland,Sugarcane,Kharif,919.3,1317.8,112209.4,85.15
West Bengal,Maize,Kharif,878.7,4948.6,19969.5,4.04
Haryana,Soybean,Kharif,701.9,975.4,2036.1,2.09
Mizoram,Maize,Kharif,648.2,815.5,3279.7,4.02
Maharashtra,Wheat,Rabi,558.4,3625.4,18876.8,5.21
Himachal Pradesh,Cotton,Kharif,645.1,216.2,649.4,3.0
Goa,Cotton,Kharif,971.5,4119.4,10924.3,2.65
Jharkhand,Cotton,Kharif,897.6,2389.7,7542.2,3.16
Andhra Pradesh,Sugarcane,Kharif,1189.3,2751.7,271059.4,98.51
Kerala,Cotton,Kharif,513.2,1367.4,3524.7,2.58
Uttarakhand,Mustard,Rabi,319.2,4415.3,6043.4,1.37
Gujarat,Cotton,Kharif,632.4,3570.8,10155.1,2.84
Tripura,Potato,Rabi,622.1,3277.8,87663.1,26.74
Uttarakhand,Cotton,Kharif,604.8,3119.5,9633.7,3.09
Nagaland,Maize,Kharif,591.2,1754.8,7804.5,4.45
Haryana,Rice,Kharif,1297.1,1993.8,11656.0,5.85
Chhattisgarh,Sugarcane,Kharif,1349.3,4432.6,447391.9,100.93
Himachal Pradesh,Mustard,Rabi,414.9,3060.6,4962.8,1.62
Andhra Pradesh,Barley,Rabi,495.4,4394.5,16205.9,3.69
Andhra Pradesh,Potato,Rabi,431.3,4193.9,114279.2,27.25
Kerala,Soybean,Kharif,941.7,2154.3,4476.3,2.08
Telangana,Mustard,Rabi,385.5,2703.5,4646.4,1.72
Maharashtra,Sugarcane,Kharif,1570.5,345.3,31124.9,90.13
Madhya Pradesh,Mustard,Rabi,447.9,3304.3,6122.4,1.85
Uttarakhand,Wheat,Rabi,469.9,330.5,1384.8,4.19
Gujarat,Mustard,Rabi,543.8,1761.7,3091.0,1.75
Rajasthan,Sugarcane,Kharif,1338.0,1503.2,150213.4,99.93
Uttarakhand,Soybean,Kharif,784.2,210.6,452.3,2.15
Jharkhand,Maize,Kharif,647.0,2095.2,8996.4,4.29
Mizoram,Sugarcane,Kharif,759.7,525.6,44256.3,84.2
Sikkim,Barley,Rabi,315.8,3242.8,8577.0,2.64
Arunachal Pradesh,Soybean,Kharif,933.7,1144.0,1945.5,1.7
Arunachal Pradesh,Rice,Kharif,1785.8,1439.3,5600.5,3.89
West Bengal,Groundnut,Kharif,641.7,4997.5,12717.1,2.54
Meghalaya,Soybean,Kharif,890.2,2431.9,4644.0,1.91
Manipur,Barley,Rabi,468.8,839.5,2579.4,3.07
Tripura,Cotton,Kharif,943.8,455.5,1048.4,2.3
Jharkhand,Barley,Rabi,547.6,4951.9,14567.3,2.94
Nagaland,Potato,Rabi,664.7,1367.5,38155.7,27.9
Odisha,Cotton,Kharif,641.2,1652.5,4833.9,2.93
Chhattisgarh,Mustard,Rabi,336.3,3263.0,4784.3,1.47
Gujarat,Maize,Kharif,538.9,3475.0,12293.7,3.54
Assam,Mustard,Rabi,348.1,503.5,699.0,1.39
Maharashtra,Groundnut,Kharif,673.0,3224.6,8082.6,2.51
Punjab,Mustard,Rabi,513.1,2961.1,4714.2,1.59
Goa,Wheat,Rabi,475.9,3116.5,14894.9,4.78
Uttarakhand,Wheat,Rabi,782.7,979.3,5088.5,5.2
Maharashtra,Wheat,Rabi,463.8,402.0,1873.9,4.66
Karnataka,Wheat,Rabi,694.4,3629.6,19740.9,5.44
Mizoram,Soybean,Kharif,758.2,3090.9,6194.2,2.0
Gujarat,Soybean,Kharif,629.9,2150.1,3988.1,1.85
Odisha,Barley,Rabi,501.2,449.5,1550.9,3.45
Odisha,Cotton,Kharif,673.0,626.1,1672.4,2.67
Tamil Nadu,Groundnut,Kharif,513.4,4776.8,9464.3,1.98
Manipur,Rice,Kharif,1751.6,4151.0,20880.6,5.03
Jharkhand,Cotton,Kharif,752.4,2975.4,9630.2,3.24
Manipur,Cotton,Kharif,536.1,1767.3,4333.0,2.45
Andhra Pradesh,Potato,Rabi,756.4,4141.1,110934.7,26.79
Nagaland,Rice,Kharif,992.2,1752.5,7442.2,4.25
Nagaland,Rice,Kharif,1127.0,4769.3,22411.8,4.7
Meghalaya,Soybean,Kharif,734.9,435.7,815.6,1.87
Uttarakhand,Soybean,Kharif,782.0,3333.0,7572.4,2.27
Arunachal Pradesh,Mustard,Rabi,367.4,4582.3,7867.6,1.72
Rajasthan,Potato,Rabi,496.8,193.9,5414.9,27.92
Gujarat,Mustard,Rabi,351.3,4087.8,6065.3,1.48
Odisha,Cotton,Kharif,602.7,3528.6,10398.0,2.95
Telangana,Sugarcane,Kharif,1693.7,3639.3,282117.4,77.52
Gujarat,Sugarcane,Kharif,1006.6,4597.5,419739.1,91.3
Chhattisgarh,Maize,Kharif,781.3,4973.2,23174.8,4.66
Haryana,Maize,Kharif,921.7,1544.8,6439.5,4.17
Madhya Pradesh,Groundnut,Kharif,610.2,4035.0,10304.5,2.55
Assam,Mustard,Rabi,357.9,558.0,964.9,1.73
Tamil Nadu,Soybean,Kharif,664.9,2605.4,5010.9,1.92
Kerala,Potato,Rabi,679.6,1929.6,59302.4,30.73
Rajasthan,Groundnut,Kharif,756.7,1386.5,3518.1,2.54
Himachal Pradesh,Mustard,Rabi,391.6,332.8,614.8,1.85
Uttarakhand,Rice,Kharif,1535.6,2001.0,11729.8,5.86
Uttar Pradesh,Soybean,Kharif,759.3,4745.5,10405.6,2.19
Uttarakhand,Groundnut,Kharif,690.6,4580.8,10867.0,2.37
West Bengal,Maize,Kharif,725.3,1560.4,6673.8,4.28
Assam,Rice,Kharif,1652.0,4248.1,22366.5,5.27
Rajasthan,Potato,Rabi,620.8,3743.2,102139.5,27.29
Karnataka,Rice,Kharif,1628.1,4020.3,21928.4,5.45
Maharashtra,Soybean,Kharif,986.3,4338.8,8182.2,1.89
Telangana,Wheat,Rabi,526.3,2447.1,12606.9,5.15
Goa,Sugarcane,Kharif,1507.3,3182.7,259565.4,81.56
Kerala,Potato,Rabi,685.6,1012.2,30526.8,30.16
West Bengal,Cotton,Kharif,569.2,2401.3,6776.9,2.82
Chhattisgarh,Soybean,Kharif,771.4,2037.2,4930.1,2.42
Haryana,Soybean,Kharif,613.2,3451.7,6588.4,1.91
Meghalaya,Potato,Rabi,539.7,4222.9,130748.9,30.96
Nagaland,Cotton,Kharif,670.8,2918.5,9139.2,3.13
Goa,Maize,Kharif,621.4,4633.8,22029.0,4.75
Tamil Nadu,Barley,Rabi,591.3,4434.4,13515.1,3.05
Karnataka,Mustard,Rabi,490.2,960.6,1771.8,1.84
Uttarakhand,Mustard,Rabi,538.2,2733.9,4596.9,1.68
Gujarat,Sugarcane,Kharif,1151.3,568.2,48021.4,84.52
Himachal Pradesh,Cotton,Kharif,823.6,105.5,274.1,2.6
Tripura,Barley,Rabi,528.9,3588.9,11964.7,3.33
West Bengal,Rice,Kharif,1740.6,765.6,3358.1,4.39
Andhra Pradesh,Barley,Rabi,360.0,3969.4,11796.1,2.97
Tamil Nadu,Groundnut,Kharif,750.1,2714.6,7465.1,2.75
Bihar,Mustard,Rabi,548.5,2355.9,3645.8,1.55
Bihar,Potato,Rabi,541.2,3781.2,118647.9,31.38
Sikkim,Maize,Kharif,990.0,1885.5,7177.2,3.81
Arunachal Pradesh,Mustard,Rabi,374.8,3057.8,5605.1,1.83
Sikkim,Sugarcane,Kharif,755.0,679.9,51070.8,75.12
Meghalaya,Maize,Kharif,893.6,4134.4,17310.7,4.19
Kerala,Rice,Kharif,1633.7,4208.7,19865.7,4.72
Manipur,Soybean,Kharif,947.7,1746.3,3321.6,1.9
Tamil Nadu,Soybean,Kharif,760.1,4893.8,10832.4,2.21
Gujarat,Barley,Rabi,493.1,269.1,900.7,3.35
Madhya Pradesh,Mustard,Rabi,530.5,942.1,1486.0,1.58
West Bengal,Groundnut,Kharif,523.3,3631.3,7614.3,2.1
Arunachal Pradesh,Rice,Kharif,1640.0,1466.9,7284.4,4.97
Gujarat,Groundnut,Kharif,586.2,4953.6,10991.4,2.22
Uttarakhand,Wheat,Rabi,705.4,4171.5,20211.7,4.85
Madhya Pradesh,Cotton,Kharif,707.2,2115.1,6433.6,3.04
Uttar Pradesh,Barley,Rabi,403.1,2941.1,11215.8,3.81
Telangana,Groundnut,Kharif,863.3,3071.4,6004.7,1.96
Tripura,Potato,Rabi,775.4,4362.5,97391.6,22.32
Haryana,Rice,Kharif,1452.7,550.1,2977.5,5.41
West Bengal,Wheat,Rabi,799.8,115.3,548.2,4.75
Tamil Nadu,Potato,Rabi,589.1,4385.1,136212.6,31.06
Madhya Pradesh,Rice,Kharif,1079.0,760.5,3441.8,4.53
Arunachal Pradesh,Wheat,Rabi,604.1,3396.3,18324.1,5.4
Manipur,Potato,Rabi,500.5,3807.9,102523.1,26.92
Chhattisgarh,Barley,Rabi,370.2,2896.4,9468.9,3.27
Goa,Potato,Rabi,620.0,637.2,19688.8,30.9
Maharashtra,Sugarcane,Kharif,1070.5,4174.8,398683.3,95.5
Manipur,Groundnut,Kharif,800.0,2024.3,4846.5,2.39
Tamil Nadu,Maize,Kharif,677.0,1628.8,7252.4,4.45
Gujarat,Rice,Kharif,1683.4,263.7,1259.4,4.78
Maharashtra,Groundnut,Kharif,680.2,2408.4,5607.0,2.33
Goa,Rice,Kharif,1671.9,1164.0,6216.2,5.34
Tamil Nadu,Cotton,Kharif,589.9,3780.6,11380.5,3.01
Odisha,Barley,Rabi,581.8,2500.5,7223.4,2.89
Arunachal Pradesh,Mustard,Rabi,302.1,594.0,829.5,1.4
Jharkhand,Potato,Rabi,699.7,268.0,8391.9,31.31
Meghalaya,Barley,Rabi,383.7,1091.2,3709.7,3.4
Tripura,Rice,Kharif,1778.0,3873.0,17637.4,4.55
Madhya Pradesh,Mustard,Rabi,455.8,156.7,308.3,1.97
Maharashtra,Potato,Rabi,649.3,224.7,6561.8,29.2
Odisha,Cotton,Kharif,946.4,3527.8,9677.5,2.74
Tamil Nadu,Sugarcane,Kharif,1263.2,4123.9,350579.7,85.01
Odisha,Rice,Kharif,1383.2,695.2,3982.0,5.73
Nagaland,Mustard,Rabi,510.8,3740.3,6451.5,1.72
Assam,Groundnut,Kharif,874.5,3214.4,7076.7,2.2
Maharashtra,Cotton,Kharif,991.5,378.5,847.9,2.24
Andhra Pradesh,Wheat,Rabi,656.0,3313.4,17781.1,5.37
Manipur,Soybean,Kharif,844.9,1212.3,2867.1,2.37
Haryana,Groundnut,Kharif,564.6,4250.4,9037.0,2.13
Maharashtra,Cotton,Kharif,691.4,923.9,2727.2,2.95
Punjab,Groundnut,Kharif,747.0,1755.0,4826.3,2.75
Sikkim,Cotton,Kharif,611.3,921.3,2272.2,2.47
Mizoram,Maize,Kharif,642.4,3162.6,12095.4,3.82
Arunachal Pradesh,Groundnut,Kharif,767.6,174.5,459.8,2.63
Manipur,Mustard,Rabi,551.2,3265.2,4810.5,1.47
Gujarat,Wheat,Rabi,531.3,170.9,893.4,5.23
Telangana,Cotton,Kharif,839.3,1606.4,4167.9,2.59
Madhya Pradesh,Soybean,Kharif,966.0,4481.1,8768.7,1.96
Nagaland,Mustard,Rabi,557.4,4454.6,6799.5,1.53
Manipur,Sugarcane,Kharif,1008.2,1222.7,99364.9,81.27
Meghalaya,Maize,Kharif,950.7,2812.3,12156.3,4.32
Gujarat,Wheat,Rabi,616.0,2540.9,13050.6,5.14
Sikkim,Barley,Rabi,455.7,2614.4,8157.7,3.12
Goa,Maize,Kharif,532.4,3665.2,15454.6,4.22
Odisha,Groundnut,Kharif,715.4,4466.2,10184.4,2.28
Gujarat,Cotton,Kharif,573.8,1019.3,2430.6,2.38
Rajasthan,Rice,Kharif,916.7,1211.8,5909.5,4.88
Karnataka,Cotton,Kharif,858.7,2654.2,7934.9,2.99
Assam,Mustard,Rabi,391.6,882.2,1432.0,1.62
Himachal Pradesh,Mustard,Rabi,536.6,4882.3,7423.3,1.52
Goa,Mustard,Rabi,569.2,4884.8,8117.7,1.66
Goa,Sugarcane,Kharif,882.9,1267.6,114719.0,90.5
Madhya Pradesh,Mustard,Rabi,305.5,3563.3,4990.7,1.4
Uttarakhand,Wheat,Rabi,517.8,4316.5,19434.7,4.5
Uttarakhand,Maize,Kharif,899.8,3888.1,16433.8,4.23
Nagaland,Mustard,Rabi,549.4,2430.1,3533.0,1.45
Bihar,Maize,Kharif,633.4,884.4,4219.7,4.77
Chhattisgarh,Barley,Rabi,306.0,157.6,475.4,3.02
Telangana,Soybean,Kharif,673.7,1428.2,2611.5,1.83
Madhya Pradesh,Groundnut,Kharif,705.8,4084.4,10693.7,2.62
Uttarakhand,Potato,Rabi,711.6,2534.2,74093.6,29.24
West Bengal,Potato,Rabi,633.7,2966.5,81119.2,27.35
Uttar Pradesh,Groundnut,Kharif,870.2,634.1,1444.7,2.28
Tripura,Mustard,Rabi,428.4,2659.6,4183.2,1.57
Goa,Soybean,Kharif,793.6,4383.1,10607.1,2.42
West Bengal,Soybean,Kharif,700.4,1903.1,4066.4,2.14
Uttar Pradesh,Wheat,Rabi,699.7,328.1,1555.7,4.74
Madhya Pradesh,Potato,Rabi,567.0,2192.8,63003.7,28.73
Haryana,Sugarcane,Kharif,1476.2,2808.9,238835.6,85.03
Mizoram,Rice,Kharif,1607.9,1521.5,8714.2,5.73
West Bengal,Potato,Rabi,541.5,285.9,7767.6,27.17
Kerala,Barley,Rabi,375.0,720.1,2375.1,3.3
Himachal Pradesh,Barley,Rabi,511.4,2229.6,8141.8,3.65
Telangana,Potato,Rabi,403.2,1494.9,35662.4,23.86
Maharashtra,Mustard,Rabi,441.1,3150.9,5438.4,1.73
Sikkim,Potato,Rabi,707.8,382.1,10022.7,26.23
Assam,Mustard,Rabi,414.9,2295.6,4056.2,1.77
West Bengal,Cotton,Kharif,800.8,2565.8,7947.7,3.1
Manipur,Maize,Kharif,795.8,359.8,1648.1,4.58
Bihar,Potato,Rabi,718.2,2228.7,55893.1,25.08
Karnataka,Sugarcane,Kharif,721.2,799.3,71422.5,89.35
Rajasthan,Groundnut,Kharif,854.6,350.9,775.7,2.21
Jharkhand,Maize,Kharif,752.7,2562.9,12474.1,4.87
Telangana,Rice,Kharif,1772.3,2037.5,9876.8,4.85
Nagaland,Groundnut,Kharif,727.1,966.1,2071.8,2.14
Himachal Pradesh,Groundnut,Kharif,814.1,4145.8,9001.2,2.17
Arunachal Pradesh,Potato,Rabi,462.9,2727.9,76427.0,28.02
Gujarat,Soybean,Kharif,791.9,1795.9,4115.9,2.29
Uttarakhand,Groundnut,Kharif,541.4,848.5,1910.1,2.25
Madhya Pradesh,Barley,Rabi,501.1,2004.4,7717.0,3.85
Uttar Pradesh,Cotton,Kharif,672.2,3821.9,11930.2,3.12
Goa,Wheat,Rabi,503.9,4730.7,22360.8,4.73
Manipur,Barley,Rabi,300.3,1491.9,4084.2,2.74
Gujarat,Barley,Rabi,398.2,2949.5,9351.4,3.17
Madhya Pradesh,Barley,Rabi,427.4,200.4,683.8,3.41
Haryana,Groundnut,Kharif,708.1,4218.7,11546.8,2.74
Tripura,Maize,Kharif,604.2,4560.7,18273.5,4.01
Sikkim,Maize,Kharif,743.6,3870.5,17133.9,4.43
Karnataka,Sugarcane,Kharif,754.4,148.8,13111.2,88.11
Jharkhand,Potato,Rabi,613.4,1588.7,45014.3,28.33
Uttar Pradesh,Wheat,Rabi,656.5,271.8,1435.8,5.28
Mizoram,Cotton,Kharif,513.2,2215.5,5804.8,2.62
Himachal Pradesh,Groundnut,Kharif,755.8,1340.4,2891.0,2.16
Tripura,Potato,Rabi,466.9,1679.3,47380.5,28.22
Himachal Pradesh,Soybean,Kharif,895.9,2717.5,6055.2,2.23
Goa,Soybean,Kharif,635.8,2282.7,3846.7,1.69
Uttarakhand,Sugarcane,Kharif,1654.3,2912.4,225091.3,77.29
Haryana,Wheat,Rabi,468.9,542.6,2437.9,4.49
Tripura,Groundnut,Kharif,691.6,3101.2,6868.1,2.21
Punjab,Rice,Kharif,1590.6,4340.6,24778.9,5.71
Sikkim,Maize,Kharif,579.6,2069.3,8195.0,3.96
Tamil Nadu,Groundnut,Kharif,529.2,143.3,274.0,1.91
Uttar Pradesh,Soybean,Kharif,808.5,2671.6,6465.3,2.42
Manipur,Soybean,Kharif,836.1,1835.9,4077.8,2.22
Rajasthan,Mustard,Rabi,570.3,4519.0,7848.6,1.74
Meghalaya,Soybean,Kharif,929.5,2813.8,5399.0,1.92
Madhya Pradesh,Sugarcane,Kharif,1053.9,4488.7,375944.8,83.75
West Bengal,Groundnut,Kharif,692.7,2528.2,6677.0,2.64
Madhya Pradesh,Soybean,Kharif,819.1,546.2,1265.7,2.32
Bihar,Mustard,Rabi,358.1,2078.4,3212.6,1.55
Arunachal Pradesh,Soybean,Kharif,899.3,2729.1,6142.9,2.25
Odisha,Barley,Rabi,404.5,4384.1,14869.1,3.39
Nagaland,Barley,Rabi,449.3,637.9,1969.4,3.09
Telangana,Cotton,Kharif,981.1,1120.8,2832.6,2.53
Nagaland,Mustard,Rabi,466.5,1177.4,2299.7,1.95
Chhattisgarh,Wheat,Rabi,577.4,3779.0,22862.8,6.05
Manipur,Rice,Kharif,1277.6,1355.8,7327.7,5.4
Uttar Pradesh,Soybean,Kharif,629.7,4152.1,8343.4,2.01
Manipur,Barley,Rabi,470.7,4679.3,15906.5,3.4
Punjab,Potato,Rabi,509.9,3678.2,112584.7,30.61
Maharashtra,Wheat,Rabi,699.2,3292.3,17347.2,5.27
Jharkhand,Mustard,Rabi,320.9,3665.8,5086.2,1.39
Mizoram,Cotton,Kharif,611.4,2241.9,6538.7,2.92
Punjab,Groundnut,Kharif,880.3,1207.9,2511.1,2.08
Madhya Pradesh,Wheat,Rabi,558.0,289.2,1687.9,5.84
Arunachal Pradesh,Wheat,Rabi,528.6,1907.5,10458.9,5.48
Odisha,Groundnut,Kharif,630.5,560.2,1427.5,2.55
Nagaland,Groundnut,Kharif,614.9,1232.3,3305.8,2.68
Punjab,Potato,Rabi,507.1,911.1,27671.3,30.37
Uttarakhand,Mustard,Rabi,457.3,3059.0,6056.8,1.98
Tamil Nadu,Wheat,Rabi,577.5,3903.1,19643.5,5.03
Karnataka,Cotton,Kharif,612.4,1222.0,3183.1,2.6
Haryana,Mustard,Rabi,435.5,4398.1,7935.5,1.8
Gujarat,Barley,Rabi,454.6,3650.6,11769.1,3.22
Meghalaya,Rice,Kharif,1577.2,1488.2,7047.3,4.74
Odisha,Sugarcane,Kharif,749.6,1376.5,103313.9,75.05
Mizoram,Rice,Kharif,1005.8,1201.6,6528.0,5.43
Tripura,Soybean,Kharif,908.6,3372.9,5962.1,1.77
Meghalaya,Cotton,Kharif,897.1,4799.3,12415.6,2.59
Assam,Barley,Rabi,512.0,1760.8,6382.1,3.62
Chhattisgarh,Mustard,Rabi,339.2,1770.3,2501.8,1.41
Sikkim,Groundnut,Kharif,507.4,2675.9,5414.3,2.02
Karnataka,Potato,Rabi,638.1,413.2,13200.2,31.95
Odisha,Soybean,Kharif,815.8,1355.1,3089.7,2.28
Chhattisgarh,Soybean,Kharif,979.5,863.9,1519.8,1.76
Rajasthan,Mustard,Rabi,516.6,623.1,1099.5,1.76
Himachal Pradesh,Potato,Rabi,602.5,4631.3,120247.9,25.96
Himachal Pradesh,Soybean,Kharif,809.7,1351.6,2754.3,2.04
